dataset,M,subset_index,members,sign_auc,snr_auc,magnitude_auc,tau09_coverage,tau09_false_trust_risk,zero_budget_cosine,accepted_components,total_components,K
TMM easy (near-saturated),5,68,0;2;3;7;8,0.809381192578,0.963970455774,0.948657899478,0.946590909091,0.0108043217287,0.995818215999,833,880,11
TMM easy (near-saturated),5,69,0;2;3;7;9,0.820150067069,0.963698859826,0.943703890007,0.942045454545,0.0108564535585,0.995135921621,829,880,11
TMM easy (near-saturated),5,70,0;2;3;8;9,0.672818995907,0.940435187811,0.939989464727,0.952272727273,0.0214797136038,0.995295287626,838,880,11
TMM easy (near-saturated),5,71,0;2;4;5;6,0.760545402974,0.935167551359,0.949511730621,0.946590909091,0.015606242497,0.995577739674,833,880,11
TMM easy (near-saturated),5,72,0;2;4;5;7,0.875523977197,0.969609322602,0.953554661301,0.935227272727,0.00729040097205,0.995472455131,823,880,11
TMM easy (near-saturated),5,73,0;2;4;5;8,0.776024150087,0.954941448195,0.951254102678,0.943181818182,0.0144578313253,0.995685778167,830,880,11
TMM easy (near-saturated),5,74,0;2;4;5;9,0.765431372549,0.945647058824,0.942,0.939772727273,0.0157194679565,0.994982364703,827,880,11
TMM easy (near-saturated),5,75,0;2;4;6;7,0.842456140351,0.962292397661,0.957192982456,0.946590909091,0.00840336134454,0.996036407513,833,880,11
TMM easy (near-saturated),5,76,0;2;4;6;8,0.725869480266,0.951586991446,0.953323780991,0.955681818182,0.0166468489893,0.996082179469,841,880,11
TMM easy (near-saturated),5,77,0;2;4;6;9,0.726326026176,0.945702824264,0.949025487256,0.951136363636,0.0179211469534,0.995504905772,837,880,11
TMM easy (near-saturated),5,78,0;2;4;7;8,0.803929824561,0.954760233918,0.958643274854,0.946590909091,0.0108043217287,0.996078495968,833,880,11
TMM easy (near-saturated),5,79,0;2;4;7;9,0.826765447667,0.957710322464,0.951044856783,0.940909090909,0.00966183574879,0.995492643452,828,880,11
TMM easy (near-saturated),5,80,0;2;4;8;9,0.71483065057,0.948650234742,0.949782025486,0.95,0.0179425837321,0.995612891117,836,880,11
TMM easy (near-saturated),5,81,0;2;5;6;7,0.850918327472,0.964569493292,0.943467500326,0.9375,0.00848484848485,0.995310927772,825,880,11
TMM easy (near-saturated),5,82,0;2;5;6;8,0.743227326266,0.952961738668,0.949124206847,0.947727272727,0.0179856115108,0.995565107923,834,880,11
TMM easy (near-saturated),5,83,0;2;5;6;9,0.708860519017,0.940841217371,0.938105551123,0.945454545455,0.0204326923077,0.994737451782,832,880,11
TMM easy (near-saturated),5,84,0;2;5;7;8,0.854942152918,0.96541750503,0.949027498323,0.935227272727,0.00850546780073,0.995426308709,823,880,11
TMM easy (near-saturated),5,85,0;2;5;7;9,0.85627456542,0.964706835771,0.938611775193,0.931818181818,0.00853658536585,0.994527902536,820,880,11
TMM easy (near-saturated),5,86,0;2;5;8;9,0.730117647059,0.945882352941,0.937254901961,0.942045454545,0.0180940892642,0.994929537073,829,880,11
TMM easy (near-saturated),5,87,0;2;6;7;8,0.828071518645,0.962664384796,0.95388218339,0.946590909091,0.00960384153661,0.996064423798,833,880,11
TMM easy (near-saturated),5,88,0;2;6;7;9,0.838594064386,0.963782696177,0.948608316566,0.942045454545,0.00965018094089,0.99541403269,829,880,11
TMM easy (near-saturated),5,89,0;2;6;8;9,0.711767164406,0.950833998252,0.949846118774,0.953409090909,0.0202622169249,0.995522464443,839,880,11
TMM easy (near-saturated),5,90,0;2;7;8;9,0.820548289738,0.958710596915,0.950159289068,0.942045454545,0.0108564535585,0.995503359624,829,880,11
TMM easy (near-saturated),5,91,0;3;4;5;6,0.78839755286,0.947014418089,0.948195055633,0.945454545455,0.015625,0.995402690135,832,880,11
TMM easy (near-saturated),5,92,0;3;4;5;7,0.871688464118,0.964914486922,0.943033199195,0.934090909091,0.00729927007299,0.995289674258,822,880,11
TMM easy (near-saturated),5,93,0;3;4;5;8,0.780235294118,0.949882352941,0.938549019608,0.942045454545,0.0144752714113,0.99554251841,829,880,11
TMM easy (near-saturated),5,94,0;3;4;5;9,0.791110415798,0.951884299819,0.943401474065,0.938636363636,0.0157384987893,0.994810330472,826,880,11
TMM easy (near-saturated),5,95,0;3;4;6;7,0.852025530806,0.960574877339,0.95241196648,0.945454545455,0.00841346153846,0.995835040788,832,880,11
TMM easy (near-saturated),5,96,0;3;4;6;8,0.726123424774,0.935451193322,0.945095020058,0.955681818182,0.0178359096314,0.995913975505,841,880,11
TMM easy (near-saturated),5,97,0;3;4;6;9,0.743873206683,0.950699438303,0.948982147329,0.951136363636,0.0191158900836,0.995304242529,837,880,11
TMM easy (near-saturated),5,98,0;3;4;7;8,0.840082159624,0.962022132797,0.95435110664,0.944318181818,0.00962695547533,0.995910953393,831,880,11
TMM easy (near-saturated),5,99,0;3;4;7;9,0.829490686466,0.959228865442,0.943380660848,0.939772727273,0.00967351874244,0.995290070589,827,880,11
TMM easy (near-saturated),5,100,0;3;4;8;9,0.734983048349,0.954341096698,0.946639150943,0.95,0.0191387559809,0.995447692687,836,880,11
TMM easy (near-saturated),5,101,0;3;5;6;7,0.818494299128,0.946931589537,0.935068745808,0.9375,0.0109090909091,0.995121925891,825,880,11
TMM easy (near-saturated),5,102,0;3;5;6;8,0.712317985045,0.940503023148,0.940574576938,0.948863636364,0.0215568862275,0.99540654152,835,880,11
TMM easy (near-saturated),5,103,0;3;5;6;9,0.688760255875,0.936761229314,0.936795994994,0.946590909091,0.0240096038415,0.994558791497,833,880,11
TMM easy (near-saturated),5,104,0;3;5;7;8,0.809039989579,0.950371238765,0.931527072207,0.935227272727,0.0109356014581,0.995255766868,823,880,11
TMM easy (near-saturated),5,105,0;3;5;7;9,0.809843137255,0.955764705882,0.933882352941,0.932954545455,0.0121802679659,0.994338205217,821,880,11
TMM easy (near-saturated),5,106,0;3;5;8;9,0.722675396229,0.943722943723,0.934098958892,0.942045454545,0.0205066344994,0.994769281132,829,880,11
TMM easy (near-saturated),5,107,0;3;6;7;8,0.810851331091,0.955711333522,0.949268608939,0.946590909091,0.0120048019208,0.995882425174,833,880,11
TMM easy (near-saturated),5,108,0;3;6;7;9,0.814980392157,0.958470588235,0.945490196078,0.942045454545,0.0120627261761,0.995199080154,829,880,11
TMM easy (near-saturated),5,109,0;3;6;8;9,0.682837823334,0.946692426031,0.942256091016,0.954545454545,0.0238095238095,0.995340120434,840,880,11
TMM easy (near-saturated),5,110,0;3;7;8;9,0.804741821498,0.962156616893,0.948250313462,0.942045454545,0.0132689987937,0.995315754301,829,880,11
TMM easy (near-saturated),5,111,0;4;5;6;7,0.867895445269,0.959663062828,0.944726672745,0.934090909091,0.00729927007299,0.995561522933,822,880,11
TMM easy (near-saturated),5,112,0;4;5;6;8,0.789068733614,0.949466165128,0.947148447889,0.943181818182,0.0144578313253,0.995766134765,830,880,11
TMM easy (near-saturated),5,113,0;4;5;6;9,0.798258664413,0.951749788673,0.949551986475,0.938636363636,0.0157384987893,0.995056575383,826,880,11
TMM easy (near-saturated),5,114,0;4;5;7;8,0.875562218891,0.964423193809,0.951983467726,0.932954545455,0.00730816077954,0.995639677515,821,880,11
TMM easy (near-saturated),5,115,0;4;5;7;9,0.867664319249,0.962399396378,0.937625754527,0.928409090909,0.00734394124847,0.994897317675,817,880,11
TMM easy (near-saturated),5,116,0;4;5;8;9,0.805972743707,0.95953274927,0.94673897928,0.9375,0.0145454545455,0.995207573491,825,880,11
TMM easy (near-saturated),5,117,0;4;6;7;8,0.851200555773,0.951760670401,0.958968347011,0.944318181818,0.00842358604091,0.996150039497,831,880,11
TMM easy (near-saturated),5,118,0;4;6;7;9,0.848703920802,0.954539533672,0.947939733403,0.938636363636,0.00847457627119,0.995562579967,826,880,11
TMM easy (near-saturated),5,119,0;4;6;8;9,0.750884433962,0.953161851415,0.952498525943,0.95,0.0179425837321,0.995668778473,836,880,11
TMM easy (near-saturated),5,120,0;4;7;8;9,0.835450201207,0.954686452046,0.952464788732,0.939772727273,0.00967351874244,0.995639395002,827,880,11
TMM easy (near-saturated),5,121,0;5;6;7;8,0.818033199195,0.952716297787,0.939595908786,0.9375,0.0109090909091,0.995503273793,825,880,11
TMM easy (near-saturated),5,122,0;5;6;7;9,0.827980392157,0.956862745098,0.93662745098,0.932954545455,0.0109622411693,0.994597149499,821,880,11
TMM easy (near-saturated),5,123,0;5;6;8;9,0.748601237493,0.95263954713,0.945958399157,0.944318181818,0.0204572803851,0.994988293906,831,880,11
TMM easy (near-saturated),5,124,0;5;7;8;9,0.803577940759,0.956035495766,0.935127031079,0.934090909091,0.0121654501217,0.994764643022,822,880,11
TMM easy (near-saturated),5,125,0;6;7;8;9,0.8077312695,0.952834393614,0.946877912395,0.943181818182,0.0120481927711,0.995563728538,830,880,11
TMM easy (near-saturated),5,126,1;2;3;4;5,0.772811205188,0.934426229508,0.954872995857,0.947727272727,0.0131894484412,0.995558392549,834,880,11
TMM easy (near-saturated),5,127,1;2;3;4;6,0.728187134503,0.948116959064,0.95518128655,0.9625,0.0153482880756,0.995884715044,847,880,11
TMM easy (near-saturated),5,128,1;2;3;4;7,0.87501902491,0.975039318147,0.965653695906,0.948863636364,0.0059880239521,0.995938475328,835,880,11
TMM easy (near-saturated),5,129,1;2;3;4;8,0.746222222222,0.957567251462,0.959391812865,0.957954545455,0.0142348754448,0.996009550746,843,880,11
TMM easy (near-saturated),5,130,1;2;3;4;9,0.744995875125,0.948634449221,0.95584212583,0.953409090909,0.015494636472,0.995414677927,839,880,11
TMM easy (near-saturated),5,131,1;2;3;5;6,0.75333249497,0.91134305835,0.951668343394,0.95,0.0155502392344,0.995418659452,836,880,11
TMM easy (near-saturated),5,132,1;2;3;5;7,0.874659267913,0.967241043614,0.948160046729,0.9375,0.00606060606061,0.995347442721,825,880,11
TMM easy (near-saturated),5,133,1;2;3;5;8,0.769429074447,0.931379946345,0.952464788732,0.945454545455,0.0144230769231,0.995604501963,832,880,11
TMM easy (near-saturated),5,134,1;2;3;5;9,0.749664654594,0.924253856472,0.941104963112,0.943181818182,0.0156626506024,0.994798833146,830,880,11
TMM easy (near-saturated),5,135,1;2;3;6;7,0.871104305531,0.976760943974,0.966177265358,0.95,0.00717703349282,0.995909820178,836,880,11
TMM easy (near-saturated),5,136,1;2;3;6;8,0.728452954713,0.941253093656,0.956406582432,0.960227272727,0.0165680473373,0.995952409048,845,880,11
TMM easy (near-saturated),5,137,1;2;3;6;9,0.71845657277,0.942739771965,0.950578470825,0.956818181818,0.0178147268409,0.995307403571,842,880,11
TMM easy (near-saturated),5,138,1;2;3;7;8,0.858620521807,0.972887461059,0.961838006231,0.947727272727,0.00719424460432,0.996011741117,834,880,11
TMM easy (near-saturated),5,139,1;2;3;7;9,0.865970095478,0.972752657179,0.956449288417,0.943181818182,0.00722891566265,0.995353105061,830,880,11
TMM easy (near-saturated),5,140,1;2;3;8;9,0.734636988598,0.944961435278,0.952716297787,0.952272727273,0.0167064439141,0.995479619728,838,880,11
TMM easy (near-saturated),5,141,1;2;4;5;6,0.773419203747,0.907133849757,0.958701134931,0.947727272727,0.0131894484412,0.995763794356,834,880,11
TMM easy (near-saturated),5,142,1;2;4;5;7,0.902807017544,0.975532163743,0.966269005848,0.936363636364,0.00485436893204,0.995705738391,824,880,11
TMM easy (near-saturated),5,143,1;2;4;5;8,0.782409356725,0.937403508772,0.957380116959,0.944318181818,0.0120336943442,0.995886425953,831,880,11
TMM easy (near-saturated),5,144,1;2;4;5;9,0.802647058824,0.935803921569,0.958941176471,0.940909090909,0.0132850241546,0.995208514449,828,880,11
TMM easy (near-saturated),5,145,1;2;4;6;7,0.88132788162,0.978290498442,0.96875,0.95,0.00598086124402,0.996171970576,836,880,11
TMM easy (near-saturated),5,146,1;2;4;6;8,0.736370716511,0.949863707165,0.956921728972,0.961363636364,0.0141843971631,0.996197076492,846,880,11
TMM easy (near-saturated),5,147,1;2;4;6;9,0.755533199195,0.947937625755,0.959381287726,0.953409090909,0.015494636472,0.995627146344,839,880,11
TMM easy (near-saturated),5,148,1;2;4;7;8,0.875551722389,0.974785652681,0.966465425397,0.948863636364,0.0059880239521,0.996228707391,835,880,11
TMM easy (near-saturated),5,149,1;2;4;7;9,0.876314252336,0.971865264798,0.962908878505,0.942045454545,0.00603136308806,0.995659962271,829,880,11
TMM easy (near-saturated),5,150,1;2;4;8;9,0.762884807433,0.954539533672,0.960531457601,0.951136363636,0.0143369175627,0.995751673889,837,880,11
TMM easy (near-saturated),5,151,1;2;5;6;7,0.875365070093,0.96558605919,0.953368380062,0.938636363636,0.00605326876513,0.995561651425,826,880,11
TMM easy (near-saturated),5,152,1;2;5;6;8,0.751891551072,0.890605296343,0.95068456134,0.947727272727,0.0143884892086,0.99577901755,834,880,11
TMM easy (near-saturated),5,153,1;2;5;6;9,0.783368956368,0.918447818396,0.955262382075,0.944318181818,0.0156438026474,0.994980987351,831,880,11
TMM easy (near-saturated),5,154,1;2;5;7;8,0.880350877193,0.968561403509,0.960140350877,0.936363636364,0.00606796116505,0.995699676342,824,880,11
TMM easy (near-saturated),5,155,1;2;5;7;9,0.886587642742,0.97151665147,0.9492857453,0.932954545455,0.00609013398295,0.994853229628,821,880,11
TMM easy (near-saturated),5,156,1;2;5;8;9,0.775051663358,0.911503707606,0.951092021557,0.942045454545,0.0144752714113,0.995197586643,829,880,11
TMM easy (near-saturated),5,157,1;2;6;7;8,0.871487119438,0.975454872996,0.969014591965,0.95,0.00717703349282,0.996216809491,836,880,11
TMM easy (near-saturated),5,158,1;2;6;7;9,0.882997690344,0.979172575874,0.967664816241,0.944318181818,0.0072202166065,0.995584515869,831,880,11
TMM easy (near-saturated),5,159,1;2;6;8;9,0.725543832226,0.930702097173,0.951760670401,0.954545454545,0.0166666666667,0.99566333167,840,880,11
TMM easy (near-saturated),5,160,1;2;7;8;9,0.866735723293,0.971941992434,0.96176364619,0.943181818182,0.00722891566265,0.995696102239,830,880,11
TMM easy (near-saturated),5,161,1;3;4;5;6,0.801862745098,0.938078431373,0.955333333333,0.946590909091,0.0132052821128,0.99559639792,833,880,11
TMM easy (near-saturated),5,162,1;3;4;5;7,0.907081759368,0.977117797751,0.959967000999,0.935227272727,0.0048602673147,0.995533171891,823,880,11
TMM easy (near-saturated),5,163,1;3;4;5;8,0.810243526885,0.954293123708,0.95445520483,0.943181818182,0.0120481927711,0.995753437726,830,880,11
TMM easy (near-saturated),5,164,1;3;4;5;9,0.81257370283,0.944022700472,0.952682783019,0.939772727273,0.0133010882709,0.995044593586,827,880,11
TMM easy (near-saturated),5,165,1;3;4;6;7,0.882409356725,0.976467836257,0.965754385965,0.947727272727,0.00599520383693,0.995970590009,834,880,11
TMM easy (near-saturated),5,166,1;3;4;6;8,0.74545178238,0.959880161521,0.953367200729,0.959090909091,0.0154028436019,0.996026704965,844,880,11
TMM easy (near-saturated),5,167,1;3;4;6;9,0.724241240068,0.948504190005,0.947418696539,0.953409090909,0.0166865315852,0.995424280599,839,880,11
TMM easy (near-saturated),5,168,1;3;4;7;8,0.882456140351,0.977216374269,0.965801169591,0.945454545455,0.00600961538462,0.99606307264,832,880,11
TMM easy (near-saturated),5,169,1;3;4;7;9,0.887759975685,0.976075724024,0.961964308975,0.940909090909,0.006038647343,0.99545917982,828,880,11
TMM easy (near-saturated),5,170,1;3;4;8;9,0.750838363514,0.958123742455,0.952506706908,0.951136363636,0.015531660693,0.995586744607,837,880,11
TMM easy (near-saturated),5,171,1;3;5;6;7,0.845365699874,0.94744190236,0.945775535939,0.938636363636,0.00847457627119,0.995381722912,826,880,11
TMM easy (near-saturated),5,172,1;3;5;6;8,0.734764705882,0.923960784314,0.94631372549,0.948863636364,0.0179640718563,0.995630157343,835,880,11
TMM easy (near-saturated),5,173,1;3;5;6;9,0.749760465802,0.926407724057,0.943580483491,0.945454545455,0.0180288461538,0.994808481766,832,880,11
TMM easy (near-saturated),5,174,1;3;5;7;8,0.843856962709,0.958881282652,0.946901459197,0.936363636364,0.00849514563107,0.995540206684,824,880,11
TMM easy (near-saturated),5,175,1;3;5;7;9,0.853663648558,0.965040241449,0.942110999329,0.932954545455,0.00852618757613,0.994667526539,821,880,11
TMM easy (near-saturated),5,176,1;3;5;8;9,0.771850738793,0.943436728561,0.947873063576,0.942045454545,0.0168878166466,0.995045860233,829,880,11
TMM easy (near-saturated),5,177,1;3;6;7;8,0.836307585428,0.968043072381,0.960748556294,0.948863636364,0.00958083832335,0.996036436957,835,880,11
TMM easy (near-saturated),5,178,1;3;6;7;9,0.840480382294,0.968603286385,0.95640509725,0.944318181818,0.00962695547533,0.99537049774,831,880,11
TMM easy (near-saturated),5,179,1;3;6;8;9,0.72272995283,0.956441627358,0.953125,0.955681818182,0.0202140309156,0.995480193793,841,880,11
TMM easy (near-saturated),5,180,1;3;7;8;9,0.844706025366,0.972729851291,0.959439199319,0.943181818182,0.00963855421687,0.995511366299,830,880,11
TMM easy (near-saturated),5,181,1;4;5;6;7,0.903801116916,0.973653395785,0.963204827959,0.935227272727,0.0048602673147,0.995755383692,823,880,11
TMM easy (near-saturated),5,182,1;4;5;6;8,0.803676224011,0.941104963112,0.956321260899,0.944318181818,0.0120336943442,0.995931406596,831,880,11
TMM easy (near-saturated),5,183,1;4;5;6;9,0.812113060142,0.935510023585,0.95695754717,0.939772727273,0.0133010882709,0.995239206924,827,880,11
TMM easy (near-saturated),5,184,1;4;5;7;8,0.902157268961,0.974419023599,0.964826157449,0.934090909091,0.00486618004866,0.995850041825,822,880,11
TMM easy (near-saturated),5,185,1;4;5;7;9,0.915176470588,0.979176470588,0.961215686275,0.929545454545,0.00488997555012,0.995141488875,818,880,11
TMM easy (near-saturated),5,186,1;4;5;8;9,0.814117647059,0.947725490196,0.954588235294,0.938636363636,0.0121065375303,0.995408426641,826,880,11
TMM easy (near-saturated),5,187,1;4;6;7;8,0.882923976608,0.976795321637,0.966830409357,0.947727272727,0.00599520383693,0.996264043984,834,880,11
TMM easy (near-saturated),5,188,1;4;6;7;9,0.884007386057,0.97446406053,0.963069717168,0.940909090909,0.006038647343,0.995688098273,828,880,11
TMM easy (near-saturated),5,189,1;4;6;8;9,0.761436849143,0.960452206329,0.957777867823,0.952272727273,0.0155131264916,0.995767227061,838,880,11
TMM easy (near-saturated),5,190,1;4;7;8;9,0.887759975685,0.976075724024,0.967348356563,0.940909090909,0.006038647343,0.995782466995,828,880,11
TMM easy (near-saturated),5,191,1;5;6;7;8,0.844757701315,0.953386777157,0.953521887948,0.938636363636,0.00847457627119,0.995732097305,826,880,11
TMM easy (near-saturated),5,192,1;5;6;7;9,0.860225292759,0.965719842781,0.948782365574,0.934090909091,0.00851581508516,0.994864388004,822,880,11
TMM easy (near-saturated),5,193,1;5;6;8;9,0.779950632735,0.934084272007,0.95442219441,0.944318181818,0.0168471720818,0.995207103676,831,880,11
TMM easy (near-saturated),5,194,1;5;7;8;9,0.848529411765,0.969254901961,0.955098039216,0.935227272727,0.0097205346294,0.995061049638,823,880,11
TMM easy (near-saturated),5,195,1;6;7;8;9,0.839704896043,0.968100268276,0.961058014755,0.945454545455,0.00961538461538,0.995712529829,832,880,11
TMM easy (near-saturated),5,196,2;3;4;5;6,0.733066114214,0.922581516844,0.948612862547,0.95,0.0155502392344,0.995688704614,836,880,11
TMM easy (near-saturated),5,197,2;3;4;5;7,0.866060169339,0.959016393443,0.959241578094,0.938636363636,0.00726392251816,0.995611395876,826,880,11
TMM easy (near-saturated),5,198,2;3;4;5;8,0.759932265208,0.936346663193,0.954061916547,0.946590909091,0.0144057623049,0.995841382338,833,880,11
